uid;user_behavioral_profile;date;arrival_times;permanence_times;trajectory;sem_trajectory
42;1;09/04/18;[12,18,23];[3,3,3];[53,53,53];[4,4,4]
42;1;11/04/18;[16,30];[21,18];[37,37];[4,4]
42;1;12/04/18;[39];[9];[37];[4]
42;1;13/04/18;[20,31];[11,12];[37,37];[4,4]
42;1;16/04/18;[10,20];[8,3];[53,53];[4,4]
42;1;18/04/18;[14,28];[9,15];[37,37];[4,4]
42;1;19/04/18;[33];[3];[37];[4]
42;1;23/04/18;[10,27];[2,5];[53,53];[4,4]
42;1;25/04/18;[14,30];[7,15];[37,37];[4,4]
42;1;26/04/18;[29,29];[4,6];[37,37];[4,4]
42;1;27/04/18;[20,24];[9,6];[37,37];[4,4]
42;1;30/04/18;[8,17];[5,3];[53,53];[4,4]
42;1;01/05/18;[24];[8];[37];[4]
42;1;02/05/18;[12,12,27];[21,23,11];[37,53,37];[4,4,4]
42;1;03/05/18;[40];[9];[37];[4]
42;1;04/05/18;[22,35];[3,11];[37,37];[4,4]
42;1;07/05/18;[10,21];[6,2];[53,53];[4,4]
42;1;09/05/18;[14,17,28];[33,14,10];[37,37,37];[4,4,4]
42;1;10/05/18;[33];[16];[37];[4]
42;1;11/05/18;[20,31];[8,4];[37,37];[4,4]
42;1;16/05/18;[16,20,34];[17,14,22];[37,37,37];[4,4,4]
42;1;17/05/18;[35];[1];[37];[4]
42;1;18/05/18;[20,34];[10,5];[37,37];[4,4]
42;1;21/05/18;[6,21];[4,5];[53,53];[4,4]
42;1;23/05/18;[12,30];[15,7];[37,37];[4,4]
42;1;25/05/18;[20];[14];[37];[4]
42;1;28/05/18;[8,22];[4,7];[53,53];[4,4]
42;1;30/05/18;[14,29];[14,21];[37,37];[4,4]
42;1;11/06/18;[8,23];[8,8];[53,53];[4,4]
42;1;22/06/18;[22,35];[12,13];[37,37];[4,4]
43;1;04/09/17;[16,41];[9,12];[53,53];[4,4]
43;1;06/09/17;[14,31];[6,4];[53,53];[4,4]
43;1;08/09/17;[18,34];[13,5];[53,53];[4,4]
43;1;11/09/17;[18,39];[7,11];[53,53];[4,4]
43;1;13/09/17;[14,33];[7,8];[53,53];[4,4]
43;1;15/09/17;[16,29];[7,8];[53,53];[4,4]
43;1;20/09/17;[18,32];[14,14];[53,53];[4,4]
43;1;22/09/17;[18,37];[5,12];[53,53];[4,4]
43;1;25/09/17;[18,40];[15,7];[53,53];[4,4]
43;1;27/09/17;[14,31];[5,7];[53,53];[4,4]
43;1;02/10/17;[14,30];[15,19];[53,53];[4,4]
43;1;04/10/17;[16,35];[9,13];[53,53];[4,4]
43;1;06/10/17;[18,24];[6,7];[53,53];[4,4]
43;1;09/10/17;[16,29];[6,19];[53,53];[4,4]
43;1;11/10/17;[18,30];[11,4];[53,53];[4,4]
43;1;13/10/17;[18,28];[6,11];[53,53];[4,4]
43;1;16/10/17;[18,32];[20,6];[53,53];[4,4]
43;1;18/10/17;[16,33];[11,13];[53,53];[4,4]
43;1;20/10/17;[20,38];[13,12];[53,53];[4,4]
43;1;23/10/17;[16,37];[20,10];[53,53];[4,4]
43;1;25/10/17;[16,31];[4,9];[53,53];[4,4]
43;1;27/10/17;[18,30];[15,5];[53,53];[4,4]
43;1;30/10/17;[14,33];[20,8];[53,53];[4,4]
43;1;01/11/17;[18,39];[9,12];[53,53];[4,4]
43;1;03/11/17;[16,30];[7,10];[53,53];[4,4]
43;1;06/11/17;[16,28];[15,17];[53,53];[4,4]
43;1;08/11/17;[18,34];[12,7];[53,53];[4,4]
43;1;10/11/17;[18,27];[5,11];[53,53];[4,4]
43;1;13/11/17;[16,30];[7,13];[53,53];[4,4]
43;1;15/11/17;[18,32];[11,8];[53,53];[4,4]
43;1;17/11/17;[18,29];[8,5];[53,53];[4,4]
43;1;18/11/17;[16,27];[3,3];[53,53];[4,4]
43;1;20/11/17;[18,35];[17,18];[53,53];[4,4]
43;1;22/11/17;[16,31];[4,10];[53,53];[4,4]
43;1;24/11/17;[16,31];[5,14];[53,53];[4,4]
43;1;27/11/17;[18,31];[13,9];[53,53];[4,4]
43;1;29/11/17;[16,39];[11,7];[53,53];[4,4]
43;1;01/12/17;[16,26];[14,5];[53,53];[4,4]
43;1;04/12/17;[18,34];[17,14];[53,53];[4,4]
43;1;06/12/17;[16,30];[14,10];[53,53];[4,4]
43;1;08/12/17;[20,37];[13,5];[53,53];[4,4]
43;1;11/12/17;[18,31];[10,11];[53,53];[4,4]
43;1;13/12/17;[12,26];[14,13];[53,53];[4,4]
43;1;15/12/17;[18,26];[11,13];[53,53];[4,4]
43;1;18/12/17;[18,31];[18,18];[53,53];[4,4]
43;1;20/12/17;[12,31];[5,8];[53,53];[4,4]
43;1;22/12/17;[18,37];[12,8];[53,53];[4,4]
43;1;08/01/18;[14,35];[8,3];[53,53];[4,4]
43;1;26/01/18;[18,23];[14,6];[53,53];[4,4]
43;1;31/01/18;[14,35];[12,6];[53,53];[4,4]
43;1;16/02/18;[18,24];[13,14];[53,53];[4,4]
43;1;02/03/18;[14,24];[10,7];[53,53];[4,4]
43;1;05/03/18;[16,30];[13,18];[53,53];[4,4]
43;1;07/03/18;[12,31];[7,4];[53,53];[4,4]
43;1;08/03/18;[14];[12];[53];[4]
43;1;09/03/18;[16,27];[7,12];[53,53];[4,4]
43;1;12/03/18;[14,29];[12,3];[53,53];[4,4]
43;1;14/03/18;[10,26];[10,11];[53,53];[4,4]
43;1;16/03/18;[18,18,29];[16,13,11];[53,53,53];[4,4,4]
43;1;19/03/18;[14,32];[11,18];[53,53];[4,4]
43;1;20/03/18;[5];[15];[53];[4]
43;1;21/03/18;[12,17];[7,12];[53,53];[4,4]
43;1;23/03/18;[16,27];[4,6];[53,53];[4,4]
43;1;26/03/18;[14,32];[19,4];[53,53];[4,4]
43;1;27/03/18;[7];[8];[53];[4]
43;1;28/03/18;[10,32];[3,10];[53,53];[4,4]
43;1;30/03/18;[16,28];[7,16];[53,53];[4,4]
43;1;02/04/18;[16,35];[8,17];[53,53];[4,4]
43;1;04/04/18;[10,16,27];[9,11,10];[53,53,53];[4,4,4]
43;1;06/04/18;[16,26];[8,4];[53,53];[4,4]
43;1;09/04/18;[12,31];[9,7];[53,53];[4,4]
43;1;11/04/18;[14,37];[4,11];[53,53];[4,4]
43;1;13/04/18;[14,24];[5,10];[53,53];[4,4]
43;1;16/04/18;[16,18,30];[12,13,18];[53,53,53];[4,4,4]
43;1;18/04/18;[12,23,32];[7,11,12];[53,53,53];[4,4,4]
43;1;20/04/18;[14,14,28];[12,15,4];[53,53,53];[4,4,4]
43;1;23/04/18;[14,25];[6,8];[53,53];[4,4]
43;1;25/04/18;[10,11,36];[3,11,5];[53,53,53];[4,4,4]
43;1;27/04/18;[16,24,32];[13,16,16];[53,53,53];[4,4,4]
43;1;30/04/18;[16,31];[17,18];[53,53];[4,4]
43;1;02/05/18;[14,39];[3,6];[53,53];[4,4]
43;1;04/05/18;[14,38];[7,15];[53,53];[4,4]
43;1;07/05/18;[12,24];[9,14];[53,53];[4,4]
43;1;09/05/18;[16,27];[7,8];[53,53];[4,4]
43;1;11/05/18;[14,29];[15,13];[53,53];[4,4]
43;1;14/05/18;[12,16,16,19];[3,10,7,5];[53,53,53,53];[4,4,4,4]
43;1;16/05/18;[16,31];[9,5];[53,53];[4,4]
43;1;18/05/18;[18,20,26,29];[9,8,7,11];[53,53,53,53];[4,4,4,4]
43;1;21/05/18;[12,30];[8,10];[53,53];[4,4]
43;1;23/05/18;[12,29];[9,9];[53,53];[4,4]
43;1;24/05/18;[20];[5];[53];[4]
43;1;25/05/18;[16,18,27];[13,6,10];[53,53,53];[4,4,4]
43;1;28/05/18;[12,25];[8,9];[53,53];[4,4]
43;1;30/05/18;[14,31];[5,8];[53,53];[4,4]
43;1;31/05/18;[12];[11];[53];[4]
43;1;09/06/18;[20,20,20,31];[6,7,3,7];[53,53,53,53];[4,4,4,4]
43;1;18/06/18;[12,27];[4,17];[53,53];[4,4]
43;1;27/06/18;[18,38];[8,7];[53,53];[4,4]
43;1;06/07/18;[18,20,30];[6,16,14];[53,53,53];[4,4,4]
43;1;11/07/18;[14,41];[11,9];[53,53];[4,4]
43;1;12/07/18;[10];[6];[53];[4]
43;1;30/07/18;[12,29];[3,17];[53,53];[4,4]
44;1;01/09/17;[18,32];[5,6];[53,53];[4,4]
44;1;06/09/17;[16,30];[11,6];[53,53];[4,4]
44;1;08/09/17;[20,32];[5,7];[53,53];[4,4]
44;1;11/09/17;[16,20,33];[11,11,12];[53,53,53];[4,4,4]
44;1;13/09/17;[14,27];[11,8];[53,53];[4,4]
44;1;15/09/17;[20,35];[5,6];[53,53];[4,4]
44;1;18/09/17;[18,30];[6,7];[53,53];[4,4]
44;1;20/09/17;[16,29];[6,5];[53,53];[4,4]
44;1;27/09/17;[14,29];[5,9];[53,53];[4,4]
44;1;29/09/17;[20,31];[5,4];[53,53];[4,4]
44;1;02/10/17;[16,30];[8,8];[53,53];[4,4]
44;1;04/10/17;[16,33];[12,12];[53,53];[4,4]
44;1;06/10/17;[22,32];[8,6];[53,53];[4,4]
44;1;09/10/17;[16,28];[14,11];[53,53];[4,4]
44;1;11/10/17;[18,37];[8,11];[53,53];[4,4]
44;1;13/10/17;[20,31];[4,5];[53,53];[4,4]
44;1;16/10/17;[16,21,26];[18,14,11];[53,53,53];[4,4,4]
44;1;18/10/17;[16,33];[4,6];[53,53];[4,4]
44;1;20/10/17;[18,27];[4,8];[53,53];[4,4]
44;1;23/10/17;[18,21,32];[16,9,23];[53,53,53];[4,4,4]
44;1;25/10/17;[18,31];[4,4];[53,53];[4,4]
44;1;30/10/17;[14,17,28];[20,10,8];[53,53,53];[4,4,4]
44;1;01/11/17;[14,26];[11,5];[53,53];[4,4]
44;1;03/11/17;[20,29];[7,6];[53,53];[4,4]
44;1;06/11/17;[18,32];[19,14];[53,53];[4,4]
44;1;08/11/17;[18,30];[6,11];[53,53];[4,4]
44;1;10/11/17;[18,32];[4,5];[53,53];[4,4]
44;1;13/11/17;[16,30];[19,22];[53,53];[4,4]
44;1;15/11/17;[14,27];[9,4];[53,53];[4,4]
44;1;17/11/17;[20];[7];[53];[4]
44;1;20/11/17;[16,29];[7,18];[53,53];[4,4]
44;1;22/11/17;[14,29];[5,4];[53,53];[4,4]
44;1;24/11/17;[18,31];[6,5];[53,53];[4,4]
44;1;27/11/17;[16,29];[11,20];[53,53];[4,4]
44;1;29/11/17;[16,29];[11,4];[53,53];[4,4]
44;1;01/12/17;[18,26];[4,8];[53,53];[4,4]
44;1;04/12/17;[16,23,29];[12,11,22];[53,53,53];[4,4,4]
44;1;06/12/17;[16,28];[9,12];[53,53];[4,4]
44;1;08/12/17;[22,33];[5,6];[53,53];[4,4]
44;1;11/12/17;[16,20,29];[6,11,22];[53,53,53];[4,4,4]
44;1;13/12/17;[14,32];[8,7];[53,53];[4,4]
44;1;15/12/17;[20,30];[4,7];[53,53];[4,4]
44;1;18/12/17;[12,21,29];[11,23,16];[53,53,53];[4,4,4]
44;1;20/12/17;[16,28];[10,8];[53,53];[4,4]
44;1;22/12/17;[22,36];[5,8];[53,53];[4,4]
44;1;19/01/18;[18,30];[4,8];[53,53];[4,4]
44;1;05/02/18;[12,25];[16,17];[53,53];[4,4]
44;1;21/02/18;[14,31];[8,7];[53,53];[4,4]
44;1;01/03/18;[16];[5];[37];[4]
44;1;02/03/18;[16,23];[5,4];[53,53];[4,4]
44;1;05/03/18;[12,28];[20,14];[53,53];[4,4]
44;1;07/03/18;[10,25];[4,5];[53,53];[4,4]
44;1;09/03/18;[18,27];[6,8];[53,53];[4,4]
44;1;12/03/18;[12,32];[12,15];[53,53];[4,4]
44;1;14/03/18;[14,18,28];[8,6,9];[53,53,53];[4,4,4]
44;1;21/03/18;[12,22];[4,6];[53,53];[4,4]
44;1;23/03/18;[16];[4];[53];[4]
44;1;26/03/18;[8,16];[23,23];[53,53];[4,4]
44;1;27/03/18;[12];[4];[53];[4]
44;1;28/03/18;[10,25];[7,6];[53,53];[4,4]
44;1;30/03/18;[18,29];[6,8];[53,53];[4,4]
44;1;02/04/18;[12,21];[8,16];[53,53];[4,4]
44;1;04/04/18;[10,24];[7,7];[53,53];[4,4]
44;1;06/04/18;[16,23];[4,4];[53,53];[4,4]
44;1;09/04/18;[10,29];[18,8];[53,53];[4,4]
44;1;11/04/18;[14,23,29];[6,6,7];[53,53,53];[4,4,4]
44;1;12/04/18;[20];[9];[37];[4]
44;1;13/04/18;[18,30];[6,7];[53,53];[4,4]
44;1;16/04/18;[12,24];[13,10];[53,53];[4,4]
44;1;17/04/18;[21];[4];[53];[4]
44;1;18/04/18;[12,15,21,23,23,32];[6,5,8,7,7,8];[53,53,53,53,53,53];[4,4,4,4,4,4]
44;1;20/04/18;[16,31];[7,8];[53,53];[4,4]
44;1;24/04/18;[12];[7];[53];[4]
44;1;25/04/18;[10,25];[8,6];[53,53];[4,4]
44;1;27/04/18;[16,27];[8,7];[53,53];[4,4]
44;1;30/04/18;[12,16,31];[39,15,23];[53,53,53];[4,4,4]
44;1;02/05/18;[12,18,18,27];[8,6,4,4];[53,53,53,53];[4,4,4,4]
44;1;04/05/18;[16,25];[4,6];[53,53];[4,4]
44;1;05/05/18;[16,16,24];[24,17,7];[53,53,53];[4,4,4]
44;1;07/05/18;[12,23];[19,20];[53,53];[4,4]
44;1;09/05/18;[10,11,28];[4,7,8];[53,53,53];[4,4,4]
44;1;10/05/18;[20];[4];[37];[4]
44;1;11/05/18;[18,28];[8,8];[53,53];[4,4]
44;1;14/05/18;[10,25];[19,23];[53,53];[4,4]
44;1;15/05/18;[14,21];[8,7];[53,53];[4,4]
44;1;16/05/18;[12,31];[4,6];[53,53];[4,4]
44;1;18/05/18;[16,16,33];[7,7,6];[53,53,53];[4,4,4]
44;1;22/05/18;[14];[4];[53];[4]
44;1;23/05/18;[10,11,23];[4,7,4];[53,53,53];[4,4,4]
44;1;25/05/18;[18,34];[5,6];[53,53];[4,4]
44;1;29/05/18;[18];[2];[53];[4]
44;1;30/05/18;[10,23];[9,5];[53,53];[4,4]
44;1;15/06/18;[14,27];[7,5];[53,53];[4,4]
44;1;25/06/18;[12,22];[9,23];[53,53];[4,4]
44;1;27/06/18;[10,26];[6,6];[53,53];[4,4]
45;1;01/09/17;[18,31];[11,8];[14,14];[4,4]
45;1;04/09/17;[14,27];[4,8];[13,13];[4,4]
45;1;06/09/17;[14,29];[21,11];[13,13];[4,4]
45;1;08/09/17;[18,35];[6,12];[14,14];[4,4]
45;1;11/09/17;[16,34];[5,7];[13,13];[4,4]
45;1;13/09/17;[16,39];[11,6];[13,13];[4,4]
45;1;15/09/17;[18,34];[7,15];[14,14];[4,4]
45;1;18/09/17;[14,28];[4,8];[13,13];[4,4]
45;1;20/09/17;[16,20];[12,15];[13,13];[4,4]
45;1;22/09/17;[18,22,30];[14,13,13];[14,14,14];[4,4,4]
45;1;25/09/17;[16,39];[8,8];[13,13];[4,4]
45;1;27/09/17;[14,31];[17,20];[13,13];[4,4]
45;1;29/09/17;[18,30];[15,9];[14,14];[4,4]
45;1;02/10/17;[16,29];[4,8];[13,13];[4,4]
45;1;04/10/17;[16,29];[18,6];[13,13];[4,4]
45;1;09/10/17;[20,33];[8,8];[13,13];[4,4]
45;1;11/10/17;[14,29];[17,2];[13,13];[4,4]
45;1;13/10/17;[18];[14];[14];[4]
45;1;16/10/17;[18,26];[6,9];[13,13];[4,4]
45;1;18/10/17;[16,31];[15,16];[13,13];[4,4]
45;1;20/10/17;[18,30];[13,6];[14,14];[4,4]
45;1;21/10/17;[16,28];[10,8];[13,13];[4,4]
45;1;23/10/17;[18,32];[9,8];[13,13];[4,4]
45;1;25/10/17;[14,26];[13,2];[13,13];[4,4]
45;1;30/10/17;[18,32];[5,6];[13,13];[4,4]
45;1;01/11/17;[16,29];[6,5];[13,13];[4,4]
45;1;03/11/17;[20,29];[9,8];[14,14];[4,4]
45;1;06/11/17;[14,25];[8,4];[13,13];[4,4]
45;1;08/11/17;[14,22];[7,5];[13,13];[4,4]
45;1;10/11/17;[20,33];[12,14];[14,14];[4,4]
45;1;13/11/17;[16,27];[6,6];[13,13];[4,4]
45;1;15/11/17;[18,31];[11,13];[13,13];[4,4]
45;1;17/11/17;[18,28];[7,12];[14,14];[4,4]
45;1;20/11/17;[14,27];[9,5];[13,13];[4,4]
45;1;22/11/17;[16,32];[16,17];[13,13];[4,4]
45;1;24/11/17;[16,26];[14,11];[14,14];[4,4]
45;1;27/11/17;[14,26];[4,7];[13,13];[4,4]
45;1;29/11/17;[16,32];[4,4];[13,13];[4,4]
45;1;01/12/17;[18,23,30];[15,7,13];[14,14,14];[4,4,4]
45;1;04/12/17;[18,30];[9,6];[13,13];[4,4]
45;1;06/12/17;[14,28];[8,6];[13,13];[4,4]
45;1;08/12/17;[16,19,28];[13,13,15];[14,14,14];[4,4,4]
45;1;11/12/17;[18,35];[8,9];[13,13];[4,4]
45;1;13/12/17;[16,32];[2,18];[13,13];[4,4]
45;1;15/12/17;[18,30];[14,17];[14,14];[4,4]
45;1;18/12/17;[20,33];[8,9];[13,13];[4,4]
45;1;20/12/17;[16,30];[7,6];[13,13];[4,4]
45;1;22/12/17;[18,32];[16,17];[14,14];[4,4]
45;1;08/01/18;[14,29];[5,7];[13,13];[4,4]
45;1;15/01/18;[16,29];[8,6];[13,13];[4,4]
45;1;26/01/18;[20,37];[17,16];[14,14];[4,4]
45;1;29/01/18;[16,21,34];[7,4,7];[13,13,13];[4,4,4]
45;1;02/02/18;[18,31];[15,16];[14,14];[4,4]
45;1;28/02/18;[16,29];[8,4];[13,13];[4,4]
45;1;01/03/18;[22];[14];[14];[4]
45;1;02/03/18;[20,32];[18,23];[14,14];[4,4]
45;1;03/03/18;[20,25,30];[10,6,10];[13,13,13];[4,4,4]
45;1;05/03/18;[8,29];[9,8];[13,13];[4,4]
45;1;07/03/18;[12,29];[11,6];[13,13];[4,4]
45;1;13/03/18;[18];[8];[14];[4]
45;1;14/03/18;[14,26];[2,16];[13,13];[4,4]
45;1;16/03/18;[20,27];[11,21];[14,14];[4,4]
45;1;19/03/18;[10,26];[7,9];[13,13];[4,4]
45;1;20/03/18;[13];[6];[14];[4]
45;1;21/03/18;[14,21,29];[10,3,4];[13,13,13];[4,4,4]
45;1;26/03/18;[10,24];[6,4];[13,13];[4,4]
45;1;27/03/18;[19];[9];[14];[4]
45;1;28/03/18;[14,22,26];[2,2,10];[13,13,13];[4,4,4]
45;1;30/03/18;[20,37];[25,17];[14,14];[4,4]
45;1;02/04/18;[10,18,29];[8,9,8];[13,13,13];[4,4,4]
45;1;03/04/18;[20,20];[8,5];[14,14];[4,4]
45;1;04/04/18;[10,23];[14,11];[13,13];[4,4]
45;1;06/04/18;[22,22,32];[22,21,13];[14,14,14];[4,4,4]
45;1;09/04/18;[10,24];[9,7];[13,13];[4,4]
45;1;11/04/18;[10,22,27];[14,5,10];[13,13,13];[4,4,4]
45;1;13/04/18;[22,43];[16,12];[14,14];[4,4]
45;1;16/04/18;[8,16,23];[7,8,9];[13,13,13];[4,4,4]
45;1;18/04/18;[12,26];[2,2];[13,13];[4,4]
45;1;20/04/18;[18,24];[15,14];[14,14];[4,4]
45;1;23/04/18;[8,22];[6,7];[13,13];[4,4]
45;1;25/04/18;[12,30];[11,15];[13,13];[4,4]
45;1;26/04/18;[21,21];[7,15];[14,14];[4,4]
45;1;27/04/18;[22,22,22,26,31];[8,11,11,22,24];[14,14,14,14,14];[4,4,4,4,4]
45;1;30/04/18;[8,9,26];[5,8,8];[13,13,13];[4,4,4]
45;1;02/05/18;[12,28];[9,8];[13,13];[4,4]
45;1;04/05/18;[20,21,32];[15,11,11];[14,14,14];[4,4,4]
45;1;07/05/18;[8,21];[8,8];[13,13];[4,4]
45;1;09/05/18;[12,24];[6,3];[13,13];[4,4]
45;1;10/05/18;[35];[8];[14];[4]
45;1;11/05/18;[22,34];[11,19];[14,14];[4,4]
45;1;14/05/18;[10,31];[7,6];[13,13];[4,4]
45;1;15/05/18;[12,12];[5,8];[14,14];[4,4]
45;1;16/05/18;[10,12,24];[5,10,7];[13,13,13];[4,4,4]
45;1;17/05/18;[23];[9];[14];[4]
45;1;18/05/18;[18,33];[17,23];[14,14];[4,4]
45;1;21/05/18;[8,23];[4,6];[13,13];[4,4]
45;1;23/05/18;[14,15,34];[15,7,6];[13,13,13];[4,4,4]
45;1;25/05/18;[22,34];[17,14];[14,14];[4,4]
45;1;28/05/18;[8,23];[7,4];[13,13];[4,4]
45;1;30/05/18;[12,23];[10,2];[13,13];[4,4]
45;1;31/05/18;[31];[16];[14];[4]
45;1;11/06/18;[12,14,27];[4,8,6];[13,13,13];[4,4,4]
45;1;19/06/18;[14];[5];[14];[4]
45;1;02/07/18;[10,21,28];[8,7,7];[13,13,13];[4,4,4]
45;1;11/07/18;[14,25];[12,9];[13,13];[4,4]
46;2;01/09/17;[18,40];[6,11];[48,48];[4,4]
46;2;04/09/17;[16,36];[14,21];[48,48];[4,4]
46;2;05/09/17;[16,38];[14,19];[48,48];[4,4]
46;2;06/09/17;[14,32];[16,9];[48,48];[4,4]
46;2;07/09/17;[16,38];[13,15];[48,48];[4,4]
46;2;08/09/17;[16,33];[10,6];[48,48];[4,4]
46;2;11/09/17;[18,42];[15,9];[48,48];[4,4]
46;2;12/09/17;[14,37];[17,17];[48,48];[4,4]
46;2;13/09/17;[14,32];[5,9];[48,48];[4,4]
46;2;14/09/17;[16,40];[19,11];[48,48];[4,4]
46;2;15/09/17;[16,33];[7,6];[48,48];[4,4]
46;2;18/09/17;[18,45];[8,21];[48,48];[4,4]
46;2;19/09/17;[16,35];[17,11];[48,48];[4,4]
46;2;20/09/17;[18,42];[13,3];[48,48];[4,4]
46;2;21/09/17;[16];[18];[48];[4]
46;2;25/09/17;[18,18,40];[8,12,15];[48,48,48];[4,4,4]
46;2;26/09/17;[16,36];[18,12];[48,48];[4,4]
46;2;27/09/17;[16,33];[6,11];[48,48];[4,4]
46;2;28/09/17;[14,34];[23,11];[48,48];[4,4]
46;2;29/09/17;[16,33];[9,6];[48,48];[4,4]
46;2;02/10/17;[18,47];[7,14];[48,48];[4,4]
46;2;03/10/17;[14,33];[15,18];[48,48];[4,4]
46;2;04/10/17;[20,41];[9,14];[48,48];[4,4]
46;2;05/10/17;[18,37];[22,20];[48,48];[4,4]
46;2;06/10/17;[16,33];[11,6];[48,48];[4,4]
46;2;09/10/17;[20,42];[21,22];[48,48];[4,4]
46;2;10/10/17;[16,39];[10,13];[48,48];[4,4]
46;2;11/10/17;[16,32];[11,23];[48,48];[4,4]
46;2;12/10/17;[18,42];[14,23];[48,48];[4,4]
46;2;13/10/17;[14,32];[6,11];[48,48];[4,4]
46;2;16/10/17;[20,39];[21,4];[48,48];[4,4]
46;2;17/10/17;[16,42];[12,18];[48,48];[4,4]
46;2;18/10/17;[20,46];[21,19];[48,48];[4,4]
46;2;19/10/17;[16,38];[8,7];[48,48];[4,4]
46;2;20/10/17;[12,35];[6,8];[48,48];[4,4]
46;2;23/10/17;[18,40];[12,4];[48,48];[4,4]
46;2;24/10/17;[16,20,37];[7,9,18];[48,48,48];[4,4,4]
46;2;25/10/17;[18,38];[20,21];[48,48];[4,4]
46;2;26/10/17;[18,42];[15,7];[48,48];[4,4]
46;2;27/10/17;[12,35];[11,9];[48,48];[4,4]
46;2;30/10/17;[18,36];[7,19];[48,48];[4,4]
46;2;31/10/17;[16,32];[14,18];[48,48];[4,4]
46;2;01/11/17;[18,44];[4,10];[48,48];[4,4]
46;2;02/11/17;[20,39];[13,10];[48,48];[4,4]
46;2;03/11/17;[14,33];[9,9];[48,48];[4,4]
46;2;06/11/17;[18,46];[8,7];[48,48];[4,4]
46;2;07/11/17;[18,36];[12,8];[48,48];[4,4]
46;2;08/11/17;[20,37];[21,25];[48,48];[4,4]
46;2;09/11/17;[20,40];[14,22];[48,48];[4,4]
46;2;10/11/17;[12,30];[11,6];[48,48];[4,4]
46;2;13/11/17;[18,0];[12,18];[48,48];[4,4]
46;2;14/11/17;[16,38];[17,7];[48,48];[4,4]
46;2;15/11/17;[18,34,46];[19,11,19];[48,48,48];[4,4,4]
46;2;17/11/17;[14,30];[7,9];[48,48];[4,4]
46;2;20/11/17;[20,41];[16,6];[48,48];[4,4]
46;2;21/11/17;[18,42];[11,21];[48,48];[4,4]
46;2;22/11/17;[18,44];[20,13];[48,48];[4,4]
46;2;23/11/17;[20,46];[13,14];[48,48];[4,4]
46;2;27/11/17;[16,38];[17,16];[48,48];[4,4]
46;2;28/11/17;[18,38];[16,17];[48,48];[4,4]
46;2;29/11/17;[18,34];[4,23];[48,48];[4,4]
46;2;30/11/17;[22,41];[18,21];[48,48];[4,4]
46;2;01/12/17;[14,29];[11,7];[48,48];[4,4]
46;2;04/12/17;[18,43];[7,18];[48,48];[4,4]
46;2;05/12/17;[14,35];[6,11];[48,48];[4,4]
46;2;06/12/17;[18,40];[9,20];[48,48];[4,4]
46;2;07/12/17;[18,40];[19,12];[48,48];[4,4]
46;2;08/12/17;[14,35];[7,6];[48,48];[4,4]
46;2;11/12/17;[18,45];[22,21];[48,48];[4,4]
46;2;12/12/17;[16,37];[15,10];[48,48];[4,4]
46;2;13/12/17;[22,37];[12,15];[48,48];[4,4]
46;2;14/12/17;[20,38];[18,12];[48,48];[4,4]
46;2;15/12/17;[16,37];[9,6];[48,48];[4,4]
46;2;18/12/17;[16,33];[10,21];[48,48];[4,4]
46;2;19/12/17;[18,39];[20,12];[48,48];[4,4]
46;2;20/12/17;[22,37];[20,12];[48,48];[4,4]
46;2;21/12/17;[20,39];[22,19];[48,48];[4,4]
46;2;22/12/17;[14,30];[6,10];[48,48];[4,4]
46;2;24/01/18;[18,34];[24,22];[48,48];[4,4]
46;2;30/01/18;[14,33];[8,16];[48,48];[4,4]
46;2;31/01/18;[20,38];[7,22];[48,48];[4,4]
46;2;08/02/18;[22,1];[23,12];[48,48];[4,4]
46;2;12/02/18;[16,39];[15,7];[48,48];[4,4]
46;2;01/03/18;[26,44,47];[13,15,9];[48,48,48];[4,4,4]
46;2;02/03/18;[8,8,9,31];[6,10,9,6];[48,48,48,48];[4,4,4,4]
46;2;05/03/18;[18,32];[12,17];[48,48];[4,4]
46;2;07/03/18;[14,18,32];[22,16,11];[48,48,48];[4,4,4]
46;2;08/03/18;[24,29,43];[10,10,18];[48,48,48];[4,4,4]
46;2;09/03/18;[12,12,21,32];[6,9,10,10];[48,48,48,48];[4,4,4,4]
46;2;12/03/18;[14,27];[17,13];[48,48];[4,4]
46;2;13/03/18;[14,30,32];[11,10,10];[48,48,48];[4,4,4]
46;2;14/03/18;[14,29];[11,6];[48,48];[4,4]
46;2;15/03/18;[28,2];[21,10];[48,48];[4,4]
46;2;20/03/18;[14,35];[15,17];[48,48];[4,4]
46;2;21/03/18;[14,28];[18,10];[48,48];[4,4]
46;2;22/03/18;[26,44,46];[8,7,9];[48,48,48];[4,4,4]
46;2;26/03/18;[14,20,29];[10,8,19];[48,48,48];[4,4,4]
46;2;27/03/18;[14,34];[12,17];[48,48];[4,4]
46;2;28/03/18;[14,15,27];[22,18,5];[48,48,48];[4,4,4]
46;2;29/03/18;[28,29,31,2];[18,18,14,10];[48,48,48,48];[4,4,4,4]
46;2;30/03/18;[10,10,23,29];[7,6,7,7];[48,37,48,48];[4,4,4,4]
46;2;02/04/18;[18,26,40];[19,17,13];[48,48,48];[4,4,4]
46;2;03/04/18;[14,22,23,29,31];[16,19,16,15,8];[48,48,48,48,48];[4,4,4,4,4]
46;2;04/04/18;[14,25,25,31];[16,22,20,16];[48,48,48,48];[4,4,4,4]
46;2;05/04/18;[26,0];[21,20];[48,48];[4,4]
